21,26,394,371,0
158,134,284,281,0
108,78,379,429,1
114,29,366,405,0
78,32,315,419,1
146,111,271,311,0
151,136,302,310,0
87,49,354,417,0
80,90,321,367,0
153,129,263,331,0
106,89,330,335,0
165,167,271,301,0
93,76,342,369,1
61,78,351,373,0
76,62,318,360,0
108,15,322,298,0
126,104,295,345,0
57,88,347,338,0
62,89,340,402,0
88,60,278,429,0
76,45,323,416,0
46,35,410,369,1
171,105,368,329,0
101,52,378,410,0
118,100,324,382,0
23,34,435,421,1
117,73,299,377,0
82,109,347,370,0
89,39,369,422,1
73,8,409,439,1
55,59,355,399,1
92,76,337,422,0
111,132,374,343,0
51,33,395,401,1
36,66,354,408,1
42,6,407,404,0
4,53,411,418,0
104,96,323,368,0
98,91,309,325,1
130,121,243,304,0
93,48,346,419,0
57,56,364,433,1
34,30,401,399,0
66,7,322,344,0
46,59,375,386,1
75,78,309,368,0
114,113,253,374,0
32,0,423,425,1
90,77,394,365,0
62,76,360,392,0
57,0,421,446,0
18,6,365,437,0
104,102,328,389,1
126,30,438,446,0
107,26,410,398,1
124,132,309,423,0
40,59,371,405,0
91,80,358,410,0
150,123,260,336,0
62,45,362,446,0
77,71,328,417,0
50,124,400,336,0
13,8,391,424,0
57,53,283,391,0
42,80,366,392,0
105,130,309,317,0
120,143,282,290,0
136,128,285,364,0
56,74,392,365,0
17,29,444,370,1
33,0,412,444,0
81,68,374,443,1
151,121,303,342,1
144,159,287,303,0
116,105,325,345,0
122,121,290,347,0
118,37,338,383,0
142,130,322,352,0
67,111,366,327,0
54,70,418,356,0
112,50,323,386,0
163,88,290,386,0
133,107,283,353,0
155,137,317,289,0
158,143,308,336,0
178,164,323,286,0
173,134,286,328,0
105,61,373,345,0
95,55,368,340,0
171,177,259,255,0
49,88,398,403,0
105,26,370,430,0
98,9,360,414,0
183,174,260,280,0
29,33,337,384,0
109,93,353,344,0
149,108,276,275,0
111,40,306,377,0
148,103,357,339,0
49,37,367,445,0
134,124,314,278,0
19,22,435,435,0
120,67,348,322,0
107,98,307,329,0
27,49,336,392,0
175,157,303,344,0
144,84,311,372,0
73,20,354,426,0
83,84,325,396,0
82,71,401,376,0
114,88,361,304,0
116,51,325,388,0
214,192,262,250,0
102,81,345,372,0
47,1,374,403,0
134,108,324,335,0
179,133,309,350,0
99,75,328,376,0
101,27,330,324,0
183,107,263,230,0
175,101,339,329,0
187,113,288,349,0
150,139,302,341,0
28,16,394,414,0
101,93,393,334,0
156,119,338,357,0
112,67,343,375,1
118,42,385,403,1
114,133,363,333,1
102,66,373,405,1
83,121,363,385,1
109,31,334,384,1
84,38,361,386,1
79,14,389,427,1
157,75,319,353,1
89,2,422,404,1
62,67,366,386,1
126,122,313,290,1
142,39,345,347,1
90,58,343,381,1
164,107,332,307,1
74,11,397,439,1
88,31,337,423,1
106,52,351,431,1
130,42,388,444,1
0,31,447,447,1
67,24,406,442,1
73,13,376,396,1
82,72,370,380,1
114,116,331,407,1
202,64,375,272,1
57,2,382,414,1
107,3,322,360,1
78,49,370,384,1
53,43,381,421,1
109,42,365,429,1
114,117,379,378,1
96,92,360,270,1
123,80,298,277,0
77,52,414,412,0
201,34,375,366,0
117,71,344,382,0
84,45,398,397,0
95,87,310,433,0
159,99,301,287,0
83,0,427,448,0
106,60,379,447,0
25,7,397,447,0
152,121,340,303,0
8,28,389,388,0
60,89,350,361,0
108,72,354,441,0
149,61,373,447,0
125,77,334,342,0
83,75,354,383,0
135,112,335,341,0
0,3,447,447,0
0,235,448,447,0
64,0,372,446,0
28,0,430,429,0
106,116,330,370,0
0,0,446,446,0
73,1,448,448,0
31,1,398,436,0
134,104,303,321,0
11,11,447,433,0
39,79,389,390,0
98,79,431,343,0
0,0,421,447,0
93,40,408,428,0
27,0,388,406,0
77,100,336,339,0
67,4,359,363,0
107,148,284,343,0
162,101,347,327,0
48,0,393,426,0
4,54,446,406,0
60,0,386,447,0
121,155,266,351,0
57,24,372,413,0
151,125,354,353,0
21,35,405,393,0
135,14,367,384,0
123,71,301,341,0
0,28,441,445,0
36,8,342,390,0
34,10,401,446,0
14,16,377,397,0
53,50,350,374,0
73,63,390,401,0
133,100,330,339,0
34,60,420,358,0
25,56,383,400,0
69,22,302,387,0
49,47,395,409,0
45,0,388,425,0
153,98,297,314,0
68,62,380,345,0
145,142,317,320,0
87,92,350,329,0
125,120,296,273,0
107,95,323,332,0
83,103,331,325,0
172,126,280,307,0
14,86,391,447,0
0,68,448,447,0
107,87,305,322,0
160,131,291,303,0
157,163,325,281,0
89,91,303,378,0
32,32,410,378,0
144,60,356,390,0
27,89,445,436,0
78,120,334,331,0
56,98,378,370,0
189,128,298,358,0
81,2,350,426,1
49,45,367,410,1
14,5,374,396,1
102,113,378,392,1
43,0,353,405,1
116,103,322,332,1
28,0,393,447,1
0,0,446,447,1
0,0,436,438,1
70,64,379,347,1
7,0,380,446,1
25,0,448,447,1
2,6,447,421,1
34,1,429,446,1
147,69,298,260,1
133,192,300,374,1
0,0,407,413,1
32,2,334,444,1
0,0,447,447,1
21,0,426,445,1
0,0,447,446,1
119,109,299,339,1
0,0,412,443,1
11,0,409,446,1
15,13,445,445,1
129,102,381,355,1
84,39,360,367,1
105,60,303,320,0
87,29,366,421,0
143,124,214,257,0
117,105,312,311,0
91,49,353,408,0
70,1,395,352,0
44,65,344,308,0
139,93,275,268,0
93,26,350,397,0
76,47,329,348,0
128,110,303,375,0
115,74,316,311,0
71,11,373,408,0
122,86,283,331,0
127,52,348,272,0
70,103,322,415,0
119,57,290,279,0
109,79,287,313,0
122,113,289,376,0
139,121,298,390,0
112,32,339,350,0
90,97,303,339,0
18,59,318,419,0
50,36,364,425,0
159,142,254,274,0
112,97,329,394,0
121,150,246,307,0
118,91,344,363,0
122,99,277,306,0
47,128,330,339,0
119,148,334,306,0
150,127,294,331,0
90,99,331,386,0
89,0,360,400,0
59,38,317,442,0
157,131,305,308,0
137,55,311,308,0
26,0,416,444,0
158,172,278,348,0
92,40,363,401,0
109,114,369,374,0
46,8,370,439,0
118,126,294,348,0
125,102,240,285,0
83,69,373,390,0
99,0,434,445,0
71,39,335,418,0
84,62,361,396,0
122,24,445,446,0
22,95,313,355,0
123,81,291,334,0
109,27,316,362,0
98,110,303,381,0
100,20,360,349,0
74,64,398,432,0
29,110,415,426,0
28,94,356,438,0
60,102,338,408,0
96,88,375,376,0
134,188,270,335,0
121,95,322,363,0
130,136,312,388,0
106,124,251,359,0
151,137,282,334,0
67,112,447,423,1
72,50,352,417,0
75,83,341,355,0
37,3,393,444,1
28,47,317,445,1
103,85,368,392,0
98,61,320,385,0
145,104,292,378,0
49,97,386,383,0
0,20,448,406,0
138,131,283,308,0
95,0,322,309,1
83,42,420,445,1
33,73,436,427,1
13,0,433,447,1
121,81,272,351,0
79,96,374,349,0
85,26,377,431,0
61,107,368,339,1
115,85,315,372,0
67,79,351,384,0
65,8,377,428,0
20,0,448,422,0
89,46,322,403,0
164,79,306,325,0
0,0,410,412,0
78,12,355,329,1
28,5,351,439,0
139,120,271,280,0
121,88,338,357,0
160,104,302,295,0
129,85,310,296,1
153,127,339,324,1
142,177,290,338,0
132,86,334,383,0
202,148,287,265,0
114,142,310,382,0
133,73,343,412,0
50,103,361,374,0
78,49,331,363,0
110,16,356,387,0
105,88,339,381,0
74,111,334,319,0
58,108,403,381,0
111,21,326,353,1
136,97,307,361,0
96,26,357,415,1
3,5,445,445,0
33,19,432,446,0
104,34,364,363,1
98,99,334,337,0
141,108,307,351,0
142,92,317,364,0
27,44,421,418,0
60,27,370,446,0
26,12,432,446,0
23,0,432,446,0
22,0,399,414,0
96,67,298,354,0
0,5,448,447,0
62,127,378,331,1
71,64,376,352,0
15,58,435,366,1
0,0,446,446,0
117,93,313,363,0
57,70,351,374,1
98,125,366,302,0
98,0,338,368,0
95,79,366,361,0
49,13,390,433,0
137,87,305,343,0
70,42,410,416,0
129,108,310,330,0
128,88,323,376,0
119,29,293,412,0
64,100,398,356,0
117,96,344,324,0
73,143,369,340,0
118,97,325,345,0
87,88,357,343,0
149,82,301,303,0
142,72,312,390,0
156,138,297,328,0
72,31,321,337,0
105,65,328,332,0
119,29,333,423,0
98,82,346,356,0
38,11,425,436,1
75,92,345,356,1
143,91,303,345,0
64,50,379,432,0
74,52,408,446,1
0,0,447,447,1
120,71,324,338,1
99,3,386,444,1
118,174,324,381,1
1,73,440,396,1
97,22,338,402,1
113,96,339,348,0
77,65,382,371,0
85,56,378,394,0
115,49,334,379,0
133,102,334,328,0
57,37,396,380,0
89,74,318,367,0
119,73,334,346,1
79,107,355,365,0
150,0,388,445,1
49,30,381,412,0
110,42,304,363,0
136,148,272,296,0
128,86,321,343,0
16,0,412,437,0
41,36,409,429,0
59,93,368,365,0
3,91,439,351,0
95,26,334,354,0
91,91,333,393,0
94,6,337,433,0
78,43,367,386,0
27,52,415,369,1
87,50,379,313,1
63,0,391,425,1
52,68,431,374,1
29,0,410,429,1
31,30,402,445,1
78,30,367,396,1
114,97,322,384,1
49,20,378,446,0
20,41,174,194,0
143,71,276,209,0
303,53,416,267,0
78,152,278,347,1
25,32,409,405,1
104,57,342,379,1
140,115,334,326,1
17,6,445,424,1
188,130,274,297,1
107,100,304,412,1
135,110,365,323,1
65,0,362,388,1
113,104,353,370,1
150,142,308,302,1
112,58,384,363,1
46,0,195,448,1
78,62,342,438,1
0,25,448,422,1
122,212,230,348,0
71,32,214,428,0
72,171,199,396,0
108,75,205,211,0
229,150,363,288,0
226,218,390,395,0
129,105,245,397,0
55,157,176,324,0
134,119,220,294,0
181,126,298,300,0
122,28,245,242,0
203,33,302,219,0
154,9,275,199,0
121,139,249,341,0
215,178,305,383,0
27,181,141,316,0
112,57,261,218,0
129,198,209,301,0
139,135,251,241,0
91,160,198,332,0
108,205,205,361,0
119,134,281,366,0
119,243,233,439,0
44,175,163,391,0
192,144,267,283,0
49,145,187,307,0
80,165,200,332,0
184,149,274,328,0
101,158,182,299,0
144,132,219,279,0
14,114,178,262,0
215,182,289,303,0
176,82,241,229,0
170,201,267,322,0
154,172,310,345,0
155,201,235,311,0
236,146,339,298,0
118,81,248,360,0
78,77,212,270,0
93,116,219,310,0
155,148,221,274,0
129,161,236,244,0
216,158,306,270,0
156,67,278,233,0
160,157,242,336,0
118,97,189,233,0
202,129,321,272,0
236,118,387,351,0
106,110,206,325,0
100,105,209,265,0
72,6,236,307,0
74,115,183,323,0
20,148,175,316,0
171,145,313,286,0
108,193,220,331,0
165,113,283,253,0
147,91,283,251,0
126,85,261,350,0
155,100,266,242,0
134,134,210,260,0
143,141,248,304,0
159,143,253,306,0
159,129,294,290,0
206,194,335,325,0
57,109,284,349,0
182,166,285,255,0
108,62,247,322,0
123,119,240,287,0
101,101,296,272,0
156,117,298,382,0
182,126,279,310,0
59,119,178,290,0
109,132,217,280,0
99,127,193,310,0
220,99,282,242,0
140,121,227,247,0
148,132,303,253,0
180,142,279,272,0
80,101,175,264,0
193,135,279,242,0
167,230,272,314,0
150,192,225,303,0
68,123,204,306,0
99,188,178,340,0
137,153,216,275,0
112,121,220,352,0
172,184,266,280,0
143,170,226,297,0
91,60,220,388,0
74,163,261,336,0
121,230,235,315,0
39,127,182,311,0
122,200,224,308,0
157,152,230,275,0
115,141,193,285,0
131,132,253,279,0
49,74,391,420,0
105,71,237,305,0
123,158,242,303,0
178,40,278,226,0
190,69,301,230,0
191,171,284,336,0
126,172,217,290,0
