1, 22, 430, 80, 365, 1
1, 166, 311, 168, 292, 1
1, 119, 406, 82, 396, 1
1, 85, 345, 86, 405, 1
1, 158, 300, 150, 320, 1
1, 163, 331, 170, 316, 1
1, 94, 386, 99, 404, 1
1, 86, 351, 132, 363, 1
1, 115, 361, 131, 337, 1
1, 176, 298, 192, 309, 1
1, 93, 378, 117, 365, 1
1, 60, 386, 123, 367, 1
1, 83, 347, 112, 358, 1
1, 117, 353, 72, 307, 1
1, 137, 328, 144, 344, 1
1, 62, 382, 128, 338, 1
1, 67, 372, 133, 389, 1
1, 94, 305, 108, 416, 1
1, 61, 354, 94, 403, 1
1, 48, 438, 97, 364, 1
1, 186, 405, 144, 330, 1
1, 109, 413, 102, 397, 1
1, 128, 355, 141, 376, 1
1, 25, 475, 88, 405, 1
1, 118, 329, 115, 370, 1
1, 87, 382, 147, 368, 1
1, 96, 406, 91, 408, 1
1, 79, 447, 67, 420, 1
1, 59, 388, 108, 387, 1
1, 100, 368, 122, 406, 1
1, 118, 409, 167, 342, 1
1, 55, 431, 83, 389, 1
1, 39, 386, 113, 395, 1
1, 43, 446, 65, 391, 1
1, 4, 449, 103, 403, 1
1, 113, 354, 138, 362, 1
1, 107, 387, 112, 360, 1
1, 140, 266, 159, 310, 1
1, 101, 379, 99, 403, 1
1, 63, 398, 106, 415, 1
1, 37, 439, 82, 389, 1
1, 72, 353, 65, 343, 1
1, 50, 410, 108, 377, 1
1, 82, 339, 123, 363, 1
1, 122, 279, 152, 368, 1
1, 35, 462, 60, 408, 1
1, 98, 431, 123, 359, 1
1, 68, 396, 121, 382, 1
1, 61, 460, 60, 426, 1
1, 33, 404, 64, 424, 1
1, 113, 358, 143, 386, 1
1, 137, 479, 84, 426, 1
1, 96, 454, 73, 399, 1
1, 134, 339, 167, 408, 1
1, 74, 430, 84, 417, 1
1, 44, 405, 108, 392, 1
1, 35, 375, 89, 424, 1
1, 97, 392, 124, 401, 1
1, 163, 285, 159, 337, 1
1, 67, 396, 95, 426, 1
1, 83, 359, 116, 404, 1
1, 54, 451, 160, 339, 1
1, 14, 428, 64, 408, 1
1, 61, 316, 98, 389, 1
1, 45, 401, 124, 383, 1
1, 114, 343, 165, 327, 1
1, 129, 315, 177, 300, 1
1, 147, 312, 163, 360, 1
1, 59, 429, 120, 361, 1
1, 18, 486, 83, 365, 1
1, 35, 450, 60, 426, 1
1, 89, 409, 116, 423, 1
1, 163, 332, 157, 341, 1
1, 155, 315, 189, 312, 1
1, 126, 355, 147, 344, 1
1, 132, 317, 159, 344, 1
1, 129, 370, 90, 374, 1
1, 153, 355, 165, 348, 1
1, 73, 400, 152, 329, 1
1, 59, 457, 117, 353, 1
1, 121, 355, 100, 379, 1
1, 175, 319, 130, 377, 1
1, 146, 310, 147, 350, 1
1, 169, 346, 170, 298, 1
1, 172, 336, 177, 335, 1
1, 194, 353, 194, 295, 1
1, 189, 313, 170, 329, 1
1, 115, 407, 110, 342, 1
1, 104, 403, 106, 340, 1
1, 187, 283, 205, 269, 1
1, 53, 435, 132, 390, 1
1, 115, 403, 82, 413, 1
1, 104, 392, 69, 401, 1
1, 199, 284, 202, 289, 1
1, 32, 368, 87, 374, 1
1, 119, 386, 136, 342, 1
1, 162, 303, 149, 288, 1
1, 118, 336, 93, 370, 1
1, 160, 391, 143, 341, 1
1, 50, 404, 90, 425, 1
1, 147, 343, 162, 288, 1
1, 21, 475, 78, 416, 1
1, 131, 380, 115, 324, 1
1, 117, 336, 142, 330, 1
1, 169, 347, 125, 407, 1
1, 30, 367, 101, 381, 1
1, 157, 412, 115, 325, 1
1, 156, 341, 124, 366, 1
1, 80, 387, 76, 410, 1
1, 90, 355, 128, 385, 1
1, 90, 437, 118, 368, 1
1, 125, 394, 132, 309, 1
1, 125, 357, 98, 380, 1
1, 228, 292, 212, 269, 1
1, 100, 367, 123, 363, 1
1, 52, 409, 61, 390, 1
1, 146, 353, 149, 335, 1
1, 195, 338, 169, 347, 1
1, 111, 361, 83, 326, 1
1, 195, 292, 143, 252, 1
1, 191, 370, 143, 329, 1
1, 205, 314, 153, 346, 1
1, 164, 329, 174, 341, 1
1, 31, 430, 73, 399, 1
1, 111, 429, 136, 335, 1
1, 163, 372, 154, 357, 1
1, 123, 374, 116, 368, 1
1, 129, 420, 96, 391, 1
1, 129, 398, 165, 337, 1
1, 112, 408, 114, 392, 1
1, 91, 396, 160, 376, 1
1, 119, 365, 85, 375, 1
1, 92, 394, 91, 377, 1
1, 87, 425, 72, 410, 1
1, 171, 347, 123, 350, 1
1, 98, 461, 62, 390, 1
1, 67, 400, 115, 376, 1
1, 137, 342, 160, 298, 1
1, 154, 377, 90, 347, 1
1, 98, 383, 108, 374, 1
1, 178, 362, 147, 313, 1
1, 81, 433, 69, 419, 1
1, 96, 368, 85, 407, 1
1, 115, 385, 120, 391, 1
1, 141, 425, 95, 424, 1
1, 0, 488, 85, 425, 1
1, 72, 445, 91, 411, 1
1, 79, 411, 91, 369, 1
1, 88, 406, 131, 359, 1
1, 117, 434, 127, 403, 1
1, 219, 412, 124, 283, 1
1, 59, 418, 60, 402, 1
1, 116, 353, 88, 341, 1
1, 83, 405, 100, 375, 1
1, 99, 482, 104, 351, 1
1, 57, 417, 95, 405, 1
1, 116, 402, 99, 404, 1
1, 41, 417, 102, 349, 1
1, 120, 338, 130, 367, 1
1, 118, 369, 97, 296, 1
1, 134, 327, 139, 283, 1
1, 82, 460, 111, 389, 1
1, 219, 410, 99, 353, 1
1, 128, 376, 127, 364, 1
1, 75, 388, 100, 403, 1
1, 92, 434, 113, 371, 1
1, 99, 339, 142, 401, 1
1, 174, 329, 154, 290, 1
1, 43, 487, 61, 426, 1
1, 90, 467, 75, 411, 1
1, 115, 414, 119, 414, 1
1, 25, 435, 65, 427, 1
1, 166, 371, 165, 305, 1
1, 9, 425, 95, 370, 1
1, 66, 383, 144, 344, 1
1, 112, 388, 127, 410, 1
1, 160, 410, 117, 414, 1
1, 135, 366, 121, 342, 1
1, 86, 392, 118, 377, 1
1, 111, 375, 102, 327, 1
1, 146, 367, 160, 331, 1
1, 0, 488, 75, 414, 1
1, 0, 488, 73, 414, 1
1, 69, 407, 73, 414, 1
1, 31, 470, 77, 397, 1
1, 114, 363, 160, 359, 1
1, 0, 488, 82, 404, 1
1, 80, 488, 73, 414, 1
1, 33, 436, 61, 419, 1
1, 171, 331, 181, 312, 1
1, 146, 331, 151, 319, 1
1, 11, 488, 69, 416, 1
1, 40, 428, 122, 383, 1
